Gene stable ID,Gene name,Gene type
ENSAMXG00000018579,stat4,protein_coding
ENSAMXG00000039331,chrm3b,protein_coding
ENSAMXG00000033475,,protein_coding
ENSAMXG00000008653,tlcd2,protein_coding
ENSAMXG00000037034,,protein_coding
ENSAMXG00000006135,ddx10,protein_coding
ENSAMXG00000043007,gpatch11,protein_coding
ENSAMXG00000036401,,protein_coding
ENSAMXG00000011152,fkbp10b,protein_coding
ENSAMXG00000011824,gfod2,protein_coding
ENSAMXG00000003421,slc49a4,protein_coding
ENSAMXG00000011424,ptpn13,protein_coding
ENSAMXG00000032993,olfml2ba,protein_coding
ENSAMXG00000003798,,protein_coding
ENSAMXG00000034568,,protein_coding
ENSAMXG00000039290,,protein_coding
ENSAMXG00000001491,tbl1x,protein_coding
ENSAMXG00000031325,,protein_coding
ENSAMXG00000039037,,protein_coding
ENSAMXG00000033606,wnt8b,protein_coding
ENSAMXG00000031029,toe1,protein_coding
ENSAMXG00000043250,dgat2,protein_coding
ENSAMXG00000020710,ilf3b,protein_coding
ENSAMXG00000031555,si:dkey-21e13.3,protein_coding
ENSAMXG00000000680,mybphb,protein_coding
ENSAMXG00000010343,,protein_coding
ENSAMXG00000036634,stat1b,protein_coding
ENSAMXG00000007550,stag2a,protein_coding
ENSAMXG00000031287,fopnl,protein_coding
ENSAMXG00000016419,,protein_coding
ENSAMXG00000033547,,protein_coding
ENSAMXG00000029948,,protein_coding
ENSAMXG00000032510,tesk2,protein_coding
ENSAMXG00000008658,CCDC92B,protein_coding
ENSAMXG00000029093,,snoRNA
ENSAMXG00000026034,adrb2a,protein_coding
ENSAMXG00000003716,eif2ak2,protein_coding
ENSAMXG00000036171,nmbb,protein_coding
ENSAMXG00000036869,cited4a,protein_coding
ENSAMXG00000034768,,protein_coding
ENSAMXG00000010359,clip3,protein_coding
ENSAMXG00000030551,draxin,protein_coding
ENSAMXG00000003502,,protein_coding
ENSAMXG00000035672,uvrag,protein_coding
ENSAMXG00000026332,gpr65,protein_coding
ENSAMXG00000001131,FMN2,protein_coding
ENSAMXG00000026033,,protein_coding
ENSAMXG00000034818,sinhcafl,protein_coding
ENSAMXG00000014767,blzf1,protein_coding
ENSAMXG00000033100,sdr39u1,protein_coding
ENSAMXG00000036311,tmx3a,protein_coding
ENSAMXG00000000707,SYT2,protein_coding
ENSAMXG00000018424,KIF9,protein_coding
ENSAMXG00000036527,,protein_coding
ENSAMXG00000020360,itpr2,protein_coding
ENSAMXG00000039819,scdb,protein_coding
ENSAMXG00000008613,,protein_coding
ENSAMXG00000033678,,protein_coding
ENSAMXG00000016548,si:ch73-127m5.2,protein_coding
ENSAMXG00000015032,isl2b,protein_coding
ENSAMXG00000043133,,protein_coding
ENSAMXG00000039184,mettl17,protein_coding
ENSAMXG00000031352,cant1a,protein_coding
ENSAMXG00000037912,farsa,protein_coding
ENSAMXG00000033803,,protein_coding
ENSAMXG00000014880,kcnk10b,protein_coding
ENSAMXG00000031513,,protein_coding
ENSAMXG00000031569,vrk3,protein_coding
ENSAMXG00000038985,asah1a,protein_coding
ENSAMXG00000026100,dsela,protein_coding
ENSAMXG00000008684,cluha,protein_coding
ENSAMXG00000010147,myh11a,protein_coding
ENSAMXG00000001770,,protein_coding
ENSAMXG00000043222,,protein_coding
ENSAMXG00000034039,,protein_coding
ENSAMXG00000038856,,protein_coding
ENSAMXG00000008969,agtrap,protein_coding
ENSAMXG00000038528,,protein_coding
ENSAMXG00000032978,,protein_coding
ENSAMXG00000027215,RNaseP_nuc,ribozyme
ENSAMXG00000003518,,protein_coding
ENSAMXG00000032068,si:dkey-61n16.5,protein_coding
ENSAMXG00000035156,,protein_coding
ENSAMXG00000007124,csnk2a2a,protein_coding
ENSAMXG00000033696,,protein_coding
ENSAMXG00000001754,AP1S2,protein_coding
ENSAMXG00000001194,sh3tc2,protein_coding
ENSAMXG00000018557,glsb,protein_coding
ENSAMXG00000038402,manbal,protein_coding
ENSAMXG00000013446,cdc42ep1b,protein_coding
ENSAMXG00000001796,cdh7a,protein_coding
ENSAMXG00000034014,loxl1,protein_coding
ENSAMXG00000004311,parp2,protein_coding
ENSAMXG00000032341,,protein_coding
ENSAMXG00000037410,PCGF3,protein_coding
ENSAMXG00000016596,si:ch73-127m5.1,protein_coding
ENSAMXG00000007947,fgl1,protein_coding
ENSAMXG00000041995,RNF207,protein_coding
ENSAMXG00000039787,dnajb12a,protein_coding
ENSAMXG00000032863,SYNGR2,protein_coding
ENSAMXG00000014817,ercc5,protein_coding
ENSAMXG00000030220,syce2,protein_coding
ENSAMXG00000001513,gpr143,protein_coding
ENSAMXG00000035978,,protein_coding
ENSAMXG00000003356,sema5ba,protein_coding
ENSAMXG00000000747,,protein_coding
ENSAMXG00000036777,,protein_coding
ENSAMXG00000010364,dharma,protein_coding
ENSAMXG00000014110,cela1.3,protein_coding
ENSAMXG00000020593,tmc6a,protein_coding
ENSAMXG00000036191,,protein_coding
ENSAMXG00000034199,si:dkey-183i3.9,protein_coding
ENSAMXG00000032924,dus4l,protein_coding
ENSAMXG00000004939,fam160a1b,protein_coding
ENSAMXG00000030881,rpl22,protein_coding
ENSAMXG00000041224,,protein_coding
ENSAMXG00000034504,si:ch211-284o19.8,protein_coding
ENSAMXG00000033198,tppp2,protein_coding
ENSAMXG00000030080,nme6,protein_coding
ENSAMXG00000014879,spata7,protein_coding
ENSAMXG00000040214,zgc:92518,protein_coding
ENSAMXG00000040853,wnt11,protein_coding
ENSAMXG00000043517,glb1l,protein_coding
ENSAMXG00000037087,si:zfos-1056e6.1,protein_coding
ENSAMXG00000007201,rhot2,protein_coding
ENSAMXG00000001737,syap1,protein_coding
ENSAMXG00000030656,,protein_coding
ENSAMXG00000043354,,protein_coding
ENSAMXG00000034905,,protein_coding
ENSAMXG00000013454,,protein_coding
ENSAMXG00000033425,5S_rRNA,rRNA
ENSAMXG00000030939,gcdhb,protein_coding
ENSAMXG00000014852,,protein_coding
ENSAMXG00000010370,si:ch211-137a8.2,protein_coding
ENSAMXG00000034305,cenpx,protein_coding
ENSAMXG00000033630,5S_rRNA,rRNA
ENSAMXG00000032745,5S_rRNA,rRNA
ENSAMXG00000026021,grem2b,protein_coding
ENSAMXG00000042724,,protein_coding
ENSAMXG00000042990,si:dkey-183i3.5,protein_coding
ENSAMXG00000036503,,protein_coding
ENSAMXG00000034745,5S_rRNA,rRNA
ENSAMXG00000032203,5S_rRNA,rRNA
ENSAMXG00000016599,itih3a,protein_coding
ENSAMXG00000008921,chd5,protein_coding
ENSAMXG00000041012,,protein_coding
ENSAMXG00000044019,5S_rRNA,rRNA
ENSAMXG00000040887,,protein_coding
ENSAMXG00000003679,lyst,protein_coding
ENSAMXG00000030077,5S_rRNA,rRNA
ENSAMXG00000041620,5S_rRNA,rRNA
ENSAMXG00000030291,5S_rRNA,rRNA
ENSAMXG00000014955,tpp2,protein_coding
ENSAMXG00000032099,5S_rRNA,rRNA
ENSAMXG00000036701,5S_rRNA,rRNA
ENSAMXG00000025761,ZNF319,protein_coding
ENSAMXG00000039017,,protein_coding
ENSAMXG00000038920,5S_rRNA,rRNA
ENSAMXG00000015178,AXIN2,protein_coding
ENSAMXG00000001536,mospd2,protein_coding
ENSAMXG00000038198,5S_rRNA,rRNA
ENSAMXG00000016391,smu1a,protein_coding
ENSAMXG00000032220,lrrc59,protein_coding
ENSAMXG00000036156,5S_rRNA,rRNA
ENSAMXG00000031590,5S_rRNA,rRNA
ENSAMXG00000029859,,protein_coding
ENSAMXG00000034864,m17,protein_coding
ENSAMXG00000038833,baalcb,protein_coding
ENSAMXG00000041925,,protein_coding
ENSAMXG00000036455,,protein_coding
ENSAMXG00000037671,spock2,protein_coding
ENSAMXG00000007146,JPH3,protein_coding
ENSAMXG00000000984,si:dkey-181m9.8,protein_coding
ENSAMXG00000001206,nat9,protein_coding
ENSAMXG00000037629,bcap29,protein_coding
ENSAMXG00000034934,,protein_coding
ENSAMXG00000001701,,protein_coding
ENSAMXG00000034034,,protein_coding
ENSAMXG00000018542,nab1b,protein_coding
ENSAMXG00000007031,taok3b,protein_coding
ENSAMXG00000030627,,protein_coding
ENSAMXG00000005035,,protein_coding
ENSAMXG00000025194,h1-0,protein_coding
ENSAMXG00000001671,,protein_coding
ENSAMXG00000035756,,protein_coding
ENSAMXG00000015375,ppm1g,protein_coding
ENSAMXG00000001716,fbxl5,protein_coding
ENSAMXG00000030278,,protein_coding
ENSAMXG00000007206,rhbdl1,protein_coding
ENSAMXG00000040211,,protein_coding
ENSAMXG00000019294,,protein_coding
ENSAMXG00000004935,,protein_coding
ENSAMXG00000014876,ptpn21,protein_coding
ENSAMXG00000040394,,protein_coding
ENSAMXG00000044023,scamp5b,protein_coding
ENSAMXG00000012722,,protein_coding
ENSAMXG00000039902,,protein_coding
ENSAMXG00000034872,zgc:66427,protein_coding
ENSAMXG00000000980,impa1,protein_coding
ENSAMXG00000008893,,protein_coding
ENSAMXG00000030193,ndel1a,protein_coding
ENSAMXG00000007974,mtus1a,protein_coding
ENSAMXG00000010373,si:ch211-137a8.4,protein_coding
ENSAMXG00000006115,rfc2,protein_coding
ENSAMXG00000004306,slco1c1,protein_coding
ENSAMXG00000003774,,protein_coding
ENSAMXG00000035252,DTX1,protein_coding
ENSAMXG00000032115,,protein_coding
ENSAMXG00000003509,,protein_coding
ENSAMXG00000029773,PSMD13,protein_coding
ENSAMXG00000018537,nemp2,protein_coding
ENSAMXG00000001556,fancb,protein_coding
ENSAMXG00000040012,,protein_coding
ENSAMXG00000001361,itgb3b,protein_coding
ENSAMXG00000034403,,protein_coding
ENSAMXG00000019297,chrna2b,protein_coding
ENSAMXG00000012438,tysnd1,protein_coding
ENSAMXG00000040333,,protein_coding
ENSAMXG00000007542,acsl4b,protein_coding
ENSAMXG00000001646,nfkbib,protein_coding
ENSAMXG00000004802,gls2b,protein_coding
ENSAMXG00000004292,pde3a,protein_coding
ENSAMXG00000034662,pdgfrl,protein_coding
ENSAMXG00000040448,,protein_coding
ENSAMXG00000018531,mfsd6b,protein_coding
ENSAMXG00000032370,,protein_coding
ENSAMXG00000040622,zgc:112496,protein_coding
ENSAMXG00000029136,,protein_coding
ENSAMXG00000007158,ablim3,protein_coding
ENSAMXG00000036231,thap12a,protein_coding
ENSAMXG00000041074,ankrd52a,protein_coding
ENSAMXG00000001583,glra2,protein_coding
ENSAMXG00000026305,,protein_coding
ENSAMXG00000037074,,protein_coding
ENSAMXG00000032400,zgc:162989,protein_coding
ENSAMXG00000010385,capns1b,protein_coding
ENSAMXG00000016402,elp1,protein_coding
ENSAMXG00000030226,,protein_coding
ENSAMXG00000038946,rdh5,protein_coding
ENSAMXG00000015356,fam120b,protein_coding
ENSAMXG00000043047,,protein_coding
ENSAMXG00000037727,,protein_coding
ENSAMXG00000033463,,protein_coding
ENSAMXG00000003539,,protein_coding
ENSAMXG00000033894,rgs9bp,protein_coding
ENSAMXG00000038978,fbxl7,protein_coding
ENSAMXG00000041864,prdm5,protein_coding
ENSAMXG00000015207,TEX2,protein_coding
ENSAMXG00000008902,si:ch211-266i6.3,protein_coding
ENSAMXG00000000949,abcc8b,protein_coding
ENSAMXG00000012444,ppa1b,protein_coding
ENSAMXG00000039211,ccdc166,protein_coding
ENSAMXG00000005777,rasal1b,protein_coding
ENSAMXG00000029168,,protein_coding
ENSAMXG00000039913,bloc1s1,protein_coding
ENSAMXG00000037371,,protein_coding
ENSAMXG00000003302,pdia5,protein_coding
ENSAMXG00000035017,spint1a,protein_coding
ENSAMXG00000015250,PITPNC1,protein_coding
ENSAMXG00000008031,slc7a2,protein_coding
ENSAMXG00000032976,,protein_coding
ENSAMXG00000003739,si:dkey-183c6.8,protein_coding
ENSAMXG00000008734,pafah1b1a,protein_coding
ENSAMXG00000035050,lhfpl6,protein_coding
ENSAMXG00000004933,cptp,protein_coding
ENSAMXG00000000977,C7orf25,protein_coding
ENSAMXG00000030765,,protein_coding
ENSAMXG00000025948,sycn.1,protein_coding
ENSAMXG00000036027,,protein_coding
ENSAMXG00000037293,gjd1a,protein_coding
ENSAMXG00000018498,,protein_coding
ENSAMXG00000029098,si:ch73-1f23.1,protein_coding
ENSAMXG00000038758,ints11,protein_coding
ENSAMXG00000007215,wdr24,protein_coding
ENSAMXG00000036035,,protein_coding
ENSAMXG00000007187,sirt3,protein_coding
ENSAMXG00000032801,enkur,protein_coding
ENSAMXG00000019303,ptk2bb,protein_coding
ENSAMXG00000006517,notum1a,protein_coding
ENSAMXG00000042019,,protein_coding
ENSAMXG00000018519,ankrd10b,protein_coding
ENSAMXG00000007538,cwc15,protein_coding
ENSAMXG00000016409,mustn1b,protein_coding
ENSAMXG00000000974,ralab,protein_coding
ENSAMXG00000001627,gpm6bb,protein_coding
ENSAMXG00000040898,,protein_coding
ENSAMXG00000038666,mtmr7a,protein_coding
ENSAMXG00000029361,drd4b,protein_coding
ENSAMXG00000042916,zgc:193801,protein_coding
ENSAMXG00000008760,arhgef10la,protein_coding
ENSAMXG00000043252,mcf2l2,protein_coding
ENSAMXG00000021341,tssk6,protein_coding
ENSAMXG00000032476,elf2b,protein_coding
ENSAMXG00000041702,gng8,protein_coding
ENSAMXG00000030534,,protein_coding
ENSAMXG00000033633,ube2al,protein_coding
ENSAMXG00000041540,tbc1d20,protein_coding
ENSAMXG00000038983,H3-3A,protein_coding
ENSAMXG00000032916,synpo2lb,protein_coding
ENSAMXG00000003212,her1,protein_coding
ENSAMXG00000037221,eif4ebp2,protein_coding
ENSAMXG00000032107,,protein_coding
ENSAMXG00000015289,nol11,protein_coding
ENSAMXG00000031932,mzt2b,protein_coding
ENSAMXG00000001654,,protein_coding
ENSAMXG00000040349,,protein_coding
ENSAMXG00000025748,myadml2,protein_coding
ENSAMXG00000041595,,protein_coding
ENSAMXG00000031403,,protein_coding
ENSAMXG00000029302,sspn,protein_coding
ENSAMXG00000040010,trmt10b,protein_coding
ENSAMXG00000038698,inhbab,protein_coding
ENSAMXG00000035151,,protein_coding
ENSAMXG00000016759,mrpl23,protein_coding
ENSAMXG00000033214,,protein_coding
ENSAMXG00000039186,si:ch211-256e16.10,protein_coding
ENSAMXG00000000629,ada2b,protein_coding
ENSAMXG00000006112,tmem45b,protein_coding
ENSAMXG00000012459,pald1b,protein_coding
ENSAMXG00000000667,pcdh18a,protein_coding
ENSAMXG00000039491,,protein_coding
ENSAMXG00000034138,cul4b,protein_coding
ENSAMXG00000039579,bhlhe41,protein_coding
ENSAMXG00000031512,tssk6,protein_coding
ENSAMXG00000038490,foxo1b,protein_coding
ENSAMXG00000001577,crx,protein_coding
ENSAMXG00000036046,U3,snoRNA
ENSAMXG00000037636,,protein_coding
ENSAMXG00000015334,BPTF,protein_coding
ENSAMXG00000034176,atp6v1e1b,protein_coding
ENSAMXG00000014871,orc3,protein_coding
ENSAMXG00000010134,rasal3,protein_coding
ENSAMXG00000006546,tsen54,protein_coding
ENSAMXG00000016700,ndst2b,protein_coding
ENSAMXG00000038899,fam76b,protein_coding
ENSAMXG00000042868,,protein_coding
ENSAMXG00000044060,,protein_coding
ENSAMXG00000008919,ap4m1,protein_coding
ENSAMXG00000040021,,snoRNA
ENSAMXG00000000642,ccdc167,protein_coding
ENSAMXG00000000961,afg3l2,protein_coding
ENSAMXG00000039827,U3,snoRNA
ENSAMXG00000032494,,protein_coding
ENSAMXG00000038443,,protein_coding
ENSAMXG00000040997,mettl16,protein_coding
ENSAMXG00000040671,,snoRNA
ENSAMXG00000035790,lhx5,protein_coding
ENSAMXG00000030635,U3,snoRNA
ENSAMXG00000042788,U3,snoRNA
ENSAMXG00000003529,,protein_coding
ENSAMXG00000042202,,snoRNA
ENSAMXG00000030465,znf292a,protein_coding
ENSAMXG00000039795,dgcr6,protein_coding
ENSAMXG00000031354,U3,snoRNA
ENSAMXG00000018491,ing1,protein_coding
ENSAMXG00000001557,,protein_coding
ENSAMXG00000038394,,snoRNA
ENSAMXG00000004788,mtmr2,protein_coding
ENSAMXG00000030207,,protein_coding
ENSAMXG00000018505,rnf11a,protein_coding
ENSAMXG00000039395,si:dkey-217d24.6,protein_coding
ENSAMXG00000033873,,protein_coding
ENSAMXG00000036194,U3,snoRNA
ENSAMXG00000040969,,protein_coding
ENSAMXG00000037630,CELA3A,protein_coding
ENSAMXG00000033140,U3,snoRNA
ENSAMXG00000036681,,protein_coding
ENSAMXG00000040514,stimate,protein_coding
ENSAMXG00000015327,dld,protein_coding
ENSAMXG00000020367,ctsd,protein_coding
ENSAMXG00000030316,U3,snoRNA
ENSAMXG00000042460,,protein_coding
ENSAMXG00000033683,,protein_coding
ENSAMXG00000026059,rab9a,protein_coding
ENSAMXG00000003730,si:dkey-183c6.7,protein_coding
ENSAMXG00000032277,,protein_coding
ENSAMXG00000006111,nfrkb,protein_coding
ENSAMXG00000041342,,protein_coding
ENSAMXG00000008075,cnot7,protein_coding
ENSAMXG00000007218,anks3,protein_coding
ENSAMXG00000003288,sec22a,protein_coding
ENSAMXG00000004941,rbck1,protein_coding
ENSAMXG00000007308,afap1l1a,protein_coding
ENSAMXG00000013548,intu,protein_coding
ENSAMXG00000030450,plcd1b,protein_coding
ENSAMXG00000000645,snap91b,protein_coding
ENSAMXG00000003562,rad23aa,protein_coding
ENSAMXG00000030759,,protein_coding
ENSAMXG00000042012,U3,snoRNA
ENSAMXG00000043445,,protein_coding
ENSAMXG00000016782,si:ch211-236l14.4,protein_coding
ENSAMXG00000014081,fam169ab,protein_coding
ENSAMXG00000037178,ptger1a,protein_coding
ENSAMXG00000041584,,protein_coding
ENSAMXG00000001548,kptn,protein_coding
ENSAMXG00000039352,,protein_coding
ENSAMXG00000030911,,protein_coding
ENSAMXG00000038940,5S_rRNA,rRNA
ENSAMXG00000016724,camk2g1,protein_coding
ENSAMXG00000018584,scxb,protein_coding
ENSAMXG00000033103,cx27.5,protein_coding
ENSAMXG00000039064,mcts1,protein_coding
ENSAMXG00000012446,xgb,protein_coding
ENSAMXG00000032103,,snoRNA
ENSAMXG00000030438,slc39a5,protein_coding
ENSAMXG00000008925,and3,protein_coding
ENSAMXG00000012464,,protein_coding
ENSAMXG00000042928,mnta,protein_coding
ENSAMXG00000001700,egfl6,protein_coding
ENSAMXG00000000334,,protein_coding
ENSAMXG00000025762,,protein_coding
ENSAMXG00000036505,,protein_coding
ENSAMXG00000040164,SLC44A2,protein_coding
ENSAMXG00000036607,slc34a2b,protein_coding
ENSAMXG00000006597,mfsd11,protein_coding
ENSAMXG00000015395,,protein_coding
ENSAMXG00000041845,U3,snoRNA
ENSAMXG00000041143,,snoRNA
ENSAMXG00000018482,sik1,protein_coding
ENSAMXG00000033365,igsf21a,protein_coding
ENSAMXG00000016363,SFMBT1,protein_coding
ENSAMXG00000043223,,protein_coding
ENSAMXG00000032094,U3,snoRNA
ENSAMXG00000004785,cx39.9,protein_coding
ENSAMXG00000026353,gcnt4b,protein_coding
ENSAMXG00000020371,slc6a15,protein_coding
ENSAMXG00000034564,csnk2a1,protein_coding
ENSAMXG00000008078,zdhhc2,protein_coding
ENSAMXG00000027201,U8,snoRNA
ENSAMXG00000032926,U3,snoRNA
ENSAMXG00000032449,srp14,protein_coding
ENSAMXG00000036995,slc35f2l,protein_coding
ENSAMXG00000010109,ilf3a,protein_coding
ENSAMXG00000007208,ADAMTS7,protein_coding
ENSAMXG00000037599,,protein_coding
ENSAMXG00000003725,syt4,protein_coding
ENSAMXG00000015307,phf10,protein_coding
ENSAMXG00000004927,acap3a,protein_coding
ENSAMXG00000000917,,protein_coding
ENSAMXG00000033923,si:dkey-242g16.2,protein_coding
ENSAMXG00000009740,nadsyn1,protein_coding
ENSAMXG00000015613,pcdh10a,protein_coding
ENSAMXG00000036756,ctdsplb,protein_coding
ENSAMXG00000003667,GNG4,protein_coding
ENSAMXG00000003268,adcy5,protein_coding
ENSAMXG00000013592,ino80b,protein_coding
ENSAMXG00000015416,,protein_coding
ENSAMXG00000000310,PLA2G1B,protein_coding
ENSAMXG00000005587,rnf41,protein_coding
ENSAMXG00000014101,gnrh2,protein_coding
ENSAMXG00000004784,tbc1d8b,protein_coding
ENSAMXG00000041727,psmb11b,protein_coding
ENSAMXG00000038533,,protein_coding
ENSAMXG00000003579,,protein_coding
ENSAMXG00000001542,hnrnpl,protein_coding
ENSAMXG00000034470,prkab1a,protein_coding
ENSAMXG00000013572,aadat,protein_coding
ENSAMXG00000033875,,protein_coding
ENSAMXG00000003663,b3galnt2,protein_coding
ENSAMXG00000001339,grik4,protein_coding
ENSAMXG00000039873,,protein_coding
ENSAMXG00000003715,slc29a1a,protein_coding
ENSAMXG00000042078,rpp14,protein_coding
ENSAMXG00000038163,,protein_coding
ENSAMXG00000019312,kcnh5a,protein_coding
ENSAMXG00000016822,cpt1ab,protein_coding
ENSAMXG00000039433,,protein_coding
ENSAMXG00000043908,cga,protein_coding
ENSAMXG00000031869,ggps1,protein_coding
ENSAMXG00000031180,,protein_coding
ENSAMXG00000037200,,protein_coding
ENSAMXG00000012412,PLD4,protein_coding
ENSAMXG00000030045,mtrf1l,protein_coding
ENSAMXG00000030354,,protein_coding
ENSAMXG00000040138,,protein_coding
ENSAMXG00000043911,capns1b,protein_coding
ENSAMXG00000032849,,protein_coding
ENSAMXG00000033921,,protein_coding
ENSAMXG00000037582,,protein_coding
ENSAMXG00000032399,,protein_coding
ENSAMXG00000030215,vbp1,protein_coding
ENSAMXG00000030069,,protein_coding
ENSAMXG00000012469,rps24,protein_coding
ENSAMXG00000000945,utrn,protein_coding
ENSAMXG00000025978,HTD2,protein_coding
ENSAMXG00000025900,b3gnt5a,protein_coding
ENSAMXG00000038137,alx1,protein_coding
ENSAMXG00000008777,vps53,protein_coding
ENSAMXG00000030923,,protein_coding
ENSAMXG00000039820,actr2b,protein_coding
ENSAMXG00000000673,lrp6,protein_coding
ENSAMXG00000030806,syncripl,protein_coding
ENSAMXG00000039658,mettl23,protein_coding
ENSAMXG00000008615,IWS1,protein_coding
ENSAMXG00000012388,cep170b,protein_coding
ENSAMXG00000041350,PTP4A3,protein_coding
ENSAMXG00000035544,,protein_coding
ENSAMXG00000032421,,protein_coding
ENSAMXG00000033095,,protein_coding
ENSAMXG00000015460,SMURF2,protein_coding
ENSAMXG00000016621,ect2,protein_coding
ENSAMXG00000004892,klhdc7a,protein_coding
ENSAMXG00000042286,phf24,protein_coding
ENSAMXG00000003717,rab39bb,protein_coding
ENSAMXG00000038864,micu3b,protein_coding
ENSAMXG00000003657,tomm20a,protein_coding
ENSAMXG00000032611,tlr8a,protein_coding
ENSAMXG00000010391,zgc:101731,protein_coding
ENSAMXG00000019110,LRRTM4,protein_coding
ENSAMXG00000001532,srsf7a,protein_coding
ENSAMXG00000030931,dand5,protein_coding
ENSAMXG00000044056,,protein_coding
ENSAMXG00000034790,dhcr7,protein_coding
ENSAMXG00000041720,tmsb4x,protein_coding
ENSAMXG00000029318,zgc:162171,protein_coding
ENSAMXG00000035320,mfap3l,protein_coding
ENSAMXG00000004944,pxk,protein_coding
ENSAMXG00000016767,sec24c,protein_coding
ENSAMXG00000038908,,protein_coding
ENSAMXG00000036423,,protein_coding
ENSAMXG00000025840,,protein_coding
ENSAMXG00000040096,rassf9,protein_coding
ENSAMXG00000008227,aadacl4,protein_coding
ENSAMXG00000034744,,protein_coding
ENSAMXG00000025030,junba,protein_coding
ENSAMXG00000026060,tlr7,protein_coding
ENSAMXG00000034315,nts,protein_coding
ENSAMXG00000044096,,protein_coding
ENSAMXG00000037704,ethe1,protein_coding
ENSAMXG00000035052,,protein_coding
ENSAMXG00000031390,,protein_coding
